Agua,QualidadeAgua,Energia,TotalCasaBanho,CasaBanhoFuncional,Longitude,Latitude,CondicoesMinimas
0,0,0,0,0,35.03091666666666,-12.797611111111111,0
0,0,0,0,0,34.999833333333335,-12.944222222222225,0
0,0,0,0,0,34.93722222222222,-12.109777777777778,0
0,0,0,0,0,35.10835277777778,-11.857175,0
0,0,0,0,0,37.39944444444444,-14.32638888888889,0
0,0,0,0,0,34.92966666666666,-12.554880555555556,0
0,0,0,0,0,34.76190555555556,-12.562483333333336,0
0,0,0,0,0,34.76711111111111,-12.890777777777778,0
0,0,0,0,0,35.06875,-12.921388888888888,0
1,2,0,0,0,36.18922222222222,-12.386027777777777,1
1,2,1,0,0,36.11175,-12.48088888888889,1
0,0,0,0,0,35.961194444444445,-12.725694444444445,0
0,0,0,0,0,36.28802777777778,-11.743388888888887,0
0,0,0,0,0,36.44177777777777,-12.669027777777778,0
0,0,0,0,0,36.34305555555556,-12.618333333333334,0
0,0,0,3,1,36.15994444444444,-12.645333333333332,1
0,0,0,0,0,36.21336111111111,-12.550916666666668,0
0,0,0,0,0,36.26327777777778,-12.51375,0
0,0,0,0,0,37.480825,-14.340533333333331,0
0,0,0,0,0,37.41288888888889,-14.106388888888889,0
0,0,0,2,1,36.97727777777778,-14.159611111111111,1
0,0,0,2,1,37.39944444444444,-14.32638888888889,1
1,2,0,0,0,37.41479722222222,-14.304608333333334,1
1,2,0,0,0,37.06066666666666,-13.740333333333332,1
1,2,0,0,0,37.11108333333333,-13.830972222222222,1
1,2,0,0,0,37.08225,-13.846972222222222,1
1,2,0,0,0,37.12525,-13.730055555555555,1
1,2,0,0,0,37.274166666666666,-13.636527777777776,1
1,2,0,0,0,37.04423888888888,-13.90765,1
1,2,0,0,0,37.12,-13.8515,1
1,2,0,0,0,36.84977777777778,-13.767888888888889,1
1,2,0,1,1,37.20211111111112,-14.04847222222222,1
1,2,0,0,0,37.117777777777775,-13.988388888888888,1
0,0,0,0,0,37.33755555555556,-14.022166666666667,0
0,0,0,0,0,37.21152777777778,-13.818444444444443,0
0,0,0,0,0,37.13894444444444,-13.921861111111111,0
1,2,0,0,0,37.26727777777778,-13.95775,1
0,0,0,0,0,37.49494722222222,-14.345280555555556,0
0,0,0,0,0,37.38025,-13.703388888888888,0
1,2,0,0,0,37.27758333333333,-13.929583333333332,1
0,0,0,0,0,37.28575,-13.901111111111112,0
0,0,0,0,0,37.17455555555555,-13.778916666666667,0
0,0,0,2,1,37.148916666666665,-14.012611111111111,1
0,0,0,0,0,37.12,-13.8515,0
0,0,0,0,0,36.84977777777778,-13.767888888888889,0
0,0,0,0,0,37.20211111111112,-14.04847222222222,0
0,0,0,0,0,37.33755555555556,-14.022166666666667,0
0,0,0,2,1,37.49494444444444,-13.739444444444445,1
1,2,0,0,0,37.21152777777778,-13.818444444444443,1
0,0,0,0,0,37.13894444444444,-13.921861111111111,0
0,0,0,0,0,37.165083333333335,-13.787527777777775,0
0,0,0,0,0,37.18222222222222,-13.659222222222224,0
0,0,0,0,0,37.079972222222224,-13.894777777777778,0
0,0,0,0,0,37.38025,-13.703388888888888,0
0,0,0,0,0,37.27758333333333,-13.929583333333332,0
0,0,0,0,0,37.147,-13.812944444444446,0
0,0,0,0,0,37.31033333333333,-13.967583333333334,0
0,0,0,0,0,37.23544444444445,-13.987805555555555,0
1,2,0,0,0,37.02152777777778,-13.748166666666666,1
0,0,0,0,0,37.26513888888889,-13.811555555555556,0
0,0,0,0,0,37.29661111111111,-13.813972222222224,0
0,0,0,0,0,37.41198055555555,-14.105788888888888,0
0,0,0,0,0,37.00075,-13.7565,0
0,0,0,1,1,37.09633333333333,-13.913444444444444,1
0,0,0,0,0,37.14753055555556,-13.867019444444445,0
0,0,0,2,1,37.16383333333333,-13.865694444444443,1
0,0,0,0,0,37.14870555555556,-13.869663888888889,0
0,0,0,0,0,37.15955555555556,-13.87125,0
0,0,0,0,0,37.39944444444444,-14.32638888888889,0
0,0,0,0,0,37.41479722222222,-14.304608333333334,0
0,0,0,0,0,37.06066666666666,-13.740333333333332,0
0,0,0,0,0,37.11108333333333,-13.830972222222222,0
0,0,0,0,0,37.274166666666666,-13.636527777777776,0
0,0,0,3,1,36.74658333333333,-14.44,1
0,0,0,0,0,36.70472222222222,-14.444166666666668,0
0,0,0,0,0,36.90252777777778,-14.265777777777778,0
0,0,0,2,1,36.9835,-14.499805555555554,1
0,0,0,0,0,37.23188888888889,-14.549944444444444,0
0,0,0,0,0,36.967083333333335,-14.225361111111113,0
0,0,0,0,0,37.05636111111111,-14.43688888888889,0
0,0,0,0,0,36.98383333333334,-14.312916666666668,0
0,0,0,0,0,37.05877777777778,-14.625805555555557,0
0,0,0,0,0,36.846222222222224,-14.473888888888888,0
0,0,1,1,1,36.943861111111104,-14.18125,1
0,0,0,0,0,37.36252777777778,-14.501111111111111,0
0,0,0,0,0,36.98411111111111,-14.557250000000002,0
0,0,0,0,0,37.36427777777778,-14.468805555555557,0
0,0,0,0,0,37.14238888888889,-14.480055555555555,0
0,0,0,0,0,37.12469444444445,-14.602694444444444,0
0,0,0,0,0,36.895583333333335,-14.464583333333332,0
0,0,0,0,0,37.40775,-14.465527777777776,0
0,0,0,0,0,37.34377777777778,-14.423888888888888,0
0,0,0,0,0,37.32986111111112,-14.508333333333333,0
0,0,0,0,0,36.77005555555556,-14.38625,0
0,0,0,0,0,36.75802777777778,-14.423972222222222,0
0,0,0,0,0,36.71602777777778,-14.37638888888889,0
0,0,0,0,0,36.84708333333334,-14.409722222222223,0
0,0,0,0,0,36.956500000000005,-14.377694444444446,0
0,0,0,0,0,37.32819444444445,-14.52725,0
0,0,0,0,0,36.831500000000005,-14.294027777777778,0
0,0,0,0,0,37.019416666666665,-14.60613888888889,0
0,0,0,0,0,37.055166666666665,-14.541805555555555,0
0,0,0,0,0,36.949666666666666,-14.226916666666666,0
0,0,0,0,0,36.802972222222216,-14.323138888888888,0
0,0,0,0,0,36.895583333333335,-14.464583333333332,0
0,0,0,0,0,36.93522222222222,-14.22461111111111,0
0,0,0,0,0,36.91433333333333,-14.35886111111111,0
0,0,0,0,0,37.302388888888885,-14.562111111111111,0
0,0,0,0,0,36.91138888888889,-14.24561111111111,0
0,0,0,0,0,36.78755555555556,-14.3335,0
0,0,0,0,0,37.34108333333334,-14.523527777777778,0
0,0,0,0,0,37.26727777777778,-13.95775,0
0,0,0,0,0,37.49494722222222,-14.345280555555556,0
0,0,0,0,0,37.39458333333333,-14.427666666666664,0
0,0,0,0,0,37.38025,-13.703388888888888,0
0,0,0,0,0,37.311027777777774,-13.773055555555556,0
0,0,0,0,0,37.27758333333333,-13.929583333333332,0
0,0,0,0,0,37.28575,-13.901111111111112,0
0,0,0,0,0,37.17455555555555,-13.778916666666667,0
0,0,0,0,0,37.148916666666665,-14.012611111111111,0
1,2,1,2,1,37.04423888888888,-13.90765,1
0,0,0,0,0,37.12,-13.8515,0
0,0,0,0,0,37.568000000000005,-13.287944444444443,0
0,0,0,2,1,37.46586111111112,-13.264722222222222,1
0,0,0,0,0,37.34955555555556,-13.319944444444443,0
0,0,0,1,1,37.75002777777778,-12.984694444444443,1
0,0,0,2,1,37.72025,-12.740777777777778,1
0,0,0,2,1,37.47061111111111,-13.083333333333334,1
0,0,0,2,1,37.156638888888885,-13.36486111111111,1
0,0,0,4,1,37.500416666666666,-13.194555555555556,1
0,0,0,2,1,37.73480555555555,-13.124666666666666,1
0,0,0,2,1,37.60652777777778,-13.252916666666666,1
0,0,0,2,1,37.45736111111111,-13.138083333333332,1
0,0,0,2,1,37.74353611111111,-13.36831388888889,1
0,0,0,1,1,37.67966944444444,-13.180597222222222,1
0,0,0,2,1,37.61805555555556,-13.034916666666666,1
0,0,0,2,1,37.532688888888885,-13.24181111111111,1
0,0,0,2,1,36.84708333333334,-14.409722222222223,1
0,0,0,2,1,36.956500000000005,-14.377694444444446,1
0,0,1,6,1,37.32819444444445,-14.52725,1
1,2,1,1,1,37.019416666666665,-14.60613888888889,1
1,2,0,1,1,36.949666666666666,-14.226916666666666,1
1,2,0,1,1,36.895583333333335,-14.464583333333332,1
1,2,0,2,1,36.93522222222222,-14.22461111111111,1
1,2,0,2,1,36.882444444444445,-14.278722222222225,1
1,2,0,1,1,36.91099444444444,-14.504888888888887,1
1,2,0,3,1,36.91138888888889,-14.24561111111111,1
1,2,0,1,1,36.78755555555556,-14.3335,1
1,2,1,2,1,37.26727777777778,-13.95775,1
1,2,0,2,1,37.46202777777778,-14.385388888888889,1
1,2,0,1,1,37.47774074074074,-14.150750000000032,1
1,2,0,1,1,37.53821296296296,-14.081680555555588,1
1,2,0,1,1,37.59868518518519,-14.012611111111145,1
1,2,0,2,1,37.659157407407406,-13.9435416666667,1
1,2,0,2,1,37.71962962962963,-13.874472222222256,1
1,2,0,2,1,37.78010185185185,-13.805402777777813,1
0,0,0,0,0,35.34575,-13.1445,0
0,0,0,0,0,34.94127777777778,-13.37338888888889,0
0,0,0,0,0,35.05011111111111,-13.288083333333333,0
0,0,0,0,0,34.88822222222222,-13.292361111111113,0
0,0,0,0,0,34.8175,-13.235055555555554,0
0,0,0,0,0,35.324000000000005,-13.197583333333334,0
0,0,0,0,0,35.25255555555555,-13.42425,0
0,0,0,0,0,35.25924444444444,-13.302872222222224,0
0,0,0,2,1,35.24478333333334,-13.321244444444444,1
0,0,0,6,1,35.233647222222224,-13.27196388888889,1
0,0,0,2,1,35.25069444444444,-13.318333333333332,1
0,0,0,2,1,35.24780555555556,-13.290611111111112,1
0,0,0,0,0,35.38305555555556,-13.104888888888889,0
0,0,0,0,0,34.894438888888885,-13.363847222222224,0
0,0,1,4,1,35.24749166666667,-13.29898611111111,1
0,0,0,0,0,35.22625,-13.251472222222224,0
0,0,0,5,1,35.30551388888889,-13.330758333333334,1
0,0,0,4,1,35.23703888888889,-13.289138888888887,1
0,0,0,0,0,35.2515,-13.298361111111111,0
0,0,1,0,0,35.09555555555556,-13.243166666666664,1
0,0,0,0,0,35.23380555555556,-13.26825,0
0,0,0,0,0,35.25922222222222,-13.321555555555555,0
1,2,1,4,1,36.93522222222222,-14.22461111111111,1
1,2,1,3,1,36.91433333333333,-14.35886111111111,1
1,2,1,3,1,36.91099444444444,-14.504888888888887,1
1,2,0,0,0,35.40023611111111,-13.949797222222225,1
1,2,0,0,0,35.419916666666666,-13.914166666666668,1
1,2,0,0,0,35.61691666666667,-13.748055555555554,1
0,0,0,0,0,35.523833333333336,-13.765555555555556,0
0,0,0,0,0,35.46058333333334,-13.98411111111111,0
0,0,0,0,0,35.52602777777778,-13.664444444444444,0
0,0,0,0,0,35.249972222222226,-13.870222222222225,0
1,2,0,0,0,35.25095833333334,-13.893355555555557,1
0,0,0,0,0,35.27861111111111,-13.814166666666669,0
0,0,0,0,0,35.31469444444444,-13.86397222222222,0
1,2,0,0,0,35.38314166666667,-14.006805555555555,1
0,0,0,0,0,35.40669444444444,-13.96677777777778,0
0,0,0,0,0,35.450138888888894,-14.019555555555556,0
0,0,0,0,0,35.67669444444444,-13.930222222222222,0
1,2,0,0,0,35.64822222222222,-13.874083333333331,1
0,0,0,0,0,35.677683333333334,-13.92788611111111,0
0,0,0,0,0,35.27916666666667,-13.789277777777778,0
0,0,0,0,0,35.34883333333334,-13.78163888888889,0
0,0,0,0,0,35.367472222222226,-13.799138888888889,0
0,0,0,0,0,35.31341666666666,-13.764388888888888,0
0,0,0,0,0,35.41271388888889,-13.844058333333336,0
0,0,0,0,0,35.48277777777778,-14.012361111111112,0
0,0,0,0,0,35.46254444444445,-14.065775,0
0,0,0,0,0,35.47038888888889,-14.093361111111111,0
0,0,0,0,0,35.517472222222224,-14.088916666666668,0
0,0,0,0,0,35.37222222222222,-13.88475,0
0,0,0,0,0,35.43555555555555,-14.071361111111113,0
0,0,0,0,0,35.396836111111114,-13.855441666666666,0
0,0,0,0,0,35.46752777777778,-13.869,0
0,0,0,0,0,35.46689166666667,-13.822697222222224,0
0,0,0,0,0,35.49044444444444,-13.767972222222223,0
0,0,0,0,0,35.517472222222224,-14.088916666666668,0
0,0,0,0,0,35.32372222222222,-13.886277777777778,0
0,0,0,0,0,35.33277777777778,-13.91575,0
0,0,0,0,0,35.31325,-13.842916666666667,0
0,0,0,0,0,35.35655555555556,-13.911222222222223,0
0,0,0,0,0,35.40886111111111,-14.050361111111112,0
0,0,0,0,0,35.407222222222224,-14.034805555555556,0
0,0,0,0,0,35.40669444444444,-13.96677777777778,0
0,0,0,0,0,35.53938888888889,-14.023333333333332,0
0,0,0,0,0,35.54102777777778,-14.084805555555556,0
0,0,0,0,0,35.56857777777778,-14.028141666666668,0
0,0,0,0,0,35.58691666666667,-14.050666666666668,0
0,0,0,0,0,35.38196666666667,-12.442727777777778,0
0,0,0,0,0,35.926,-12.54442,0
0,0,0,0,0,35.42472222222222,-12.769055555555555,0
0,0,0,0,0,35.47247222222222,-12.12602777777778,0
0,0,0,0,0,35.374583333333334,-12.398555555555555,0
0,0,0,0,0,35.423602777777774,-12.623144444444446,0
0,0,0,0,0,35.42127222222222,-13.020030555555556,0
0,0,0,0,0,35.492111111111114,-12.520361111111113,0
0,0,0,0,0,35.39047222222222,-12.458222222222222,0
0,0,0,0,0,35.430861111111106,-12.565583333333334,0
0,0,0,0,0,35.177861111111106,-13.08475,0
0,0,0,0,0,35.20916666666667,-13.070666666666666,0
0,0,0,0,0,35.18480555555555,-12.983027777777778,0
0,0,0,0,0,35.26722222222222,-13.062722222222224,0
0,0,0,0,0,35.62825,-11.634583333333332,0
1,2,0,0,0,35.41777777777777,-12.664916666666668,1
0,0,0,0,0,35.303638888888884,-13.024555555555557,0
0,0,0,0,0,35.152575,-12.98016111111111,0
0,0,0,0,0,35.09919444444445,-13.177833333333332,0
0,0,0,0,0,35.42711111111111,-12.70647222222222,0
0,0,0,0,0,35.39075,-12.458333333333332,0
0,0,0,0,0,35.46452777777778,-12.987838888888888,0
0,0,0,0,0,35.42558333333333,-12.726333333333333,0
0,0,0,0,0,35.31336111111111,-13.02025,0
0,0,0,0,0,35.33525,-13.001861111111111,0
0,0,0,0,0,35.432472222222216,-12.945472222222222,0
0,0,0,0,0,35.88633333333333,-15.128083333333334,0
0,0,0,0,0,35.91627777777778,-15.263944444444444,0
0,0,0,0,0,35.90658333333333,-15.361527777777775,0
0,0,0,0,0,35.91147222222222,-14.9865,0
0,0,0,0,0,35.89636111111111,-14.614527777777775,0
0,0,0,0,0,35.92311111111111,-14.693722222222222,0
0,0,0,0,0,35.95194444444445,-15.055750000000002,0
0,0,0,0,0,36.036,-15.350722222222222,0
0,0,0,0,0,35.902611111111106,-15.169388888888887,0
0,0,0,0,0,35.93544444444444,-15.208444444444444,0
0,0,0,0,0,35.94883333333333,-15.225527777777778,0
0,0,0,0,0,36.10494444444445,-14.977444444444444,0
0,0,0,0,0,36.20161111111111,-14.939472222222223,0
0,0,0,0,0,35.92322222222222,-15.033305555555556,0
0,0,0,0,0,35.87663888888889,-15.264888888888889,0
0,0,0,0,0,35.8815,-14.711444444444444,0
0,0,0,0,0,35.94336111111111,-15.172194444444443,0
0,0,0,0,0,35.94161111111111,-15.309972222222225,0
0,0,0,0,0,36.00288888888889,-15.02775,0
0,0,0,0,0,36.21141666666667,-15.334222222222223,0
0,0,0,0,0,36.171277777777775,-15.358472222222222,0
0,0,0,0,0,36.25058333333333,-15.264,0
0,0,0,0,0,36.10636111111111,-15.016333333333334,0
0,0,0,0,0,35.88252777777778,-15.074666666666666,0
0,0,0,0,0,35.96180555555556,-15.008611111111112,0
0,0,0,0,0,36.00225,-14.978361111111113,0
0,0,0,0,0,35.95697222222223,-15.10763888888889,0
0,0,0,0,0,35.900055555555554,-15.06177777777778,0
0,0,0,0,0,35.96955555555556,-14.833833333333336,0
0,0,0,0,0,35.9285,-15.289305555555556,0
0,0,0,0,0,35.967222222222226,-14.92747222222222,0
0,0,0,0,0,35.88713888888889,-14.985444444444443,0
0,0,0,0,0,36.278888888888886,-15.075027777777777,0
0,0,0,0,0,36.19980555555555,-15.001833333333334,0
0,0,0,0,0,36.05961111111111,-15.059194444444444,0
0,0,0,0,0,35.86811111111111,-15.18738888888889,0
0,0,0,0,0,35.91138888888889,-15.30313888888889,0
0,0,0,0,0,36.19108333333333,-14.875222222222222,0
0,0,0,0,0,36.32625,-14.84738888888889,0
0,0,0,0,0,36.02788888888889,-15.157111111111112,0
0,0,0,0,0,36.38988888888889,-15.155583333333334,0
0,0,0,0,0,36.01477777777778,-14.83136111111111,0
0,0,0,0,0,35.909527777777775,-15.083361111111111,0
0,0,0,0,0,35.98388888888889,-15.01061111111111,0
0,0,0,0,0,36.269638888888885,-14.896666666666668,0
0,0,0,0,0,36.01841666666667,-15.23711111111111,0
0,0,0,0,0,36.0135,-15.374361111111112,0
0,0,0,0,0,35.92341666666666,-15.152194444444444,0
0,0,0,0,0,36.06338888888889,-15.09325,0
0,0,0,0,0,35.95663888888889,-15.072333333333331,0
1,2,0,2,1,35.757333333333335,-14.285638888888888,1
0,0,0,2,1,35.67461111111111,-14.409694444444444,1
1,2,0,3,1,35.68636111111111,-14.351444444444445,1
1,2,0,3,1,35.670944444444444,-14.33777777777778,1
0,0,0,2,1,35.812444444444445,-14.418055555555554,1
1,2,0,3,1,35.88963888888889,-14.225416666666666,1
0,0,0,3,1,35.65519444444444,-14.299277777777778,1
0,0,0,2,1,35.72347222222223,-14.318083333333334,1
1,2,0,3,1,35.61116666666667,-14.31613888888889,1
0,0,1,2,1,35.68666666666666,-14.293194444444444,1
0,0,0,2,1,35.83380555555556,-14.272055555555555,1
1,2,0,3,1,35.95011111111111,-14.050361111111112,1
1,2,1,3,1,35.93575,-13.847305555555556,1
1,2,0,1,1,35.72347222222223,-14.318083333333334,1
1,2,0,3,1,35.65830555555556,-13.331444444444443,1
0,0,0,2,1,35.54036111111111,-13.435,1
0,0,0,2,1,35.79247222222222,-13.337916666666668,1
0,0,0,2,1,35.69026944444444,-13.315155555555556,1
0,0,0,2,1,35.269333333333336,-13.71411111111111,1
0,0,0,3,1,35.26175,-13.738888888888887,1
0,0,0,2,1,35.13169444444444,-13.687666666666669,1
0,0,0,3,1,35.625527777777776,-13.350861111111112,1
0,0,0,2,1,35.200138888888894,-13.476166666666666,1
0,0,0,2,1,35.65830555555556,-13.331444444444443,1
1,2,0,2,1,35.69026944444444,-13.315155555555556,1
1,2,0,3,1,35.269333333333336,-13.71411111111111,1
0,0,0,2,1,35.26175,-13.738888888888887,1
0,0,0,2,1,35.13169444444444,-13.687666666666669,1
0,0,0,2,1,35.25277777777778,-13.548972222222222,1
0,0,0,2,1,35.625527777777776,-13.350861111111112,1
0,0,0,2,1,34.983222222222224,-13.549722222222222,1
0,0,0,2,1,35.47719444444444,-13.290472222222222,1
0,0,0,2,1,35.48902777777778,-13.389138888888889,1
0,0,0,2,1,35.33211111111112,-13.419444444444444,1
0,0,0,2,1,35.38063888888889,-13.43625,1
1,2,0,2,1,35.36638888888889,-13.277861111111111,1
0,0,0,2,1,35.38063888888889,-13.43625,1
0,0,0,2,1,35.75813888888889,-12.988277777777776,1
0,0,0,2,1,35.60166666666667,-13.08436111111111,1
0,0,0,2,1,35.61663888888889,-13.086111111111112,1
0,0,0,2,1,35.75630555555556,-12.95261111111111,1
0,0,0,2,1,35.81813888888889,-12.890694444444444,1
0,0,0,2,1,35.644416666666665,-13.153583333333334,1
0,0,0,2,1,35.474944444444446,-13.163166666666667,1
0,0,0,2,1,35.55916666666666,-13.02575,1
0,0,0,2,1,35.76027777777778,-12.894388888888887,1
0,0,0,4,1,35.75630555555556,-12.95261111111111,1
0,0,0,3,1,35.61663888888889,-13.086111111111112,1
1,2,0,2,1,35.806083,-14.137667,1
0,0,0,2,1,35.798592,-14.48805,1
1,2,0,3,1,35.767639,-14.219306,1
0,0,0,2,1,35.939056,-14.365639,1
0,0,0,2,1,35.844917,-14.4915,1
0,0,0,2,1,36.16667,-14.558611111,1
0,0,0,2,1,36.16945,-14.51111,1
0,0,0,3,1,36.225333,-14.429444,1
0,0,0,4,1,36.9236111111111,-14.6936111111111,1
0,0,0,2,1,35.0822222222222,-13.3992777777777,1
0,0,0,2,1,35.7497222222222,-14.18027778,1
0,0,0,2,1,35.47233333,-14.0669444,1
0,0,0,2,1,35.4436111111111,-13.4166666666667,1
0,0,0,2,1,35.88889,-12.063888888888888,1
1,2,0,0,0,36.00633,-13.368306,1
0,0,1,0,0,37.33575,-13.6695,1
0,0,0,0,0,35.927889,-13.360667,0
0,0,0,0,0,36.060417,-12.835972,0
0,0,0,0,0,36.97727777777778,-14.159611111111111,0
0,0,0,0,0,37.44783333333333,-14.331888888888887,0
1,2,1,0,0,36.202528,-13.470583,1
0,0,0,0,0,36.100497,-13.483981,0
1,2,0,0,0,36.316375,-13.495588888888888,1
0,0,0,0,0,35.849525,-13.756672222222225,0
1,2,0,0,0,35.908027777777775,-13.715527777777776,1
1,2,0,0,0,36.23330555555556,-13.814333333333334,1
0,0,0,0,0,35.87444444444444,-13.739333333333333,0
0,0,0,0,0,36.1005,-13.484277777777775,0
0,0,0,0,0,36.74972222222223,-13.351555555555557,0
0,0,0,0,0,36.20944444444445,-13.209444444444443,0
1,2,0,0,0,35.87475,-13.345555555555556,1
0,0,0,0,0,36.06258333333333,-13.363722222222222,0
0,0,0,0,0,36.13758333333333,-13.478027777777775,0
0,0,0,0,0,35.94913888888888,-13.68402777777778,0
0,0,0,0,0,35.419916666666666,-13.914166666666668,0
0,0,0,0,0,35.523833333333336,-13.765555555555556,0
0,0,0,0,0,35.46058333333334,-13.98411111111111,0
0,0,0,0,0,35.52602777777778,-13.664444444444444,0
0,0,0,0,0,35.249972222222226,-13.870222222222225,0
1,2,0,0,0,35.31469444444444,-13.86397222222222,1
0,0,0,0,0,35.64822222222222,-13.874083333333331,0
0,0,0,0,0,35.677683333333334,-13.92788611111111,0
0,0,0,0,0,38.27444444444444,-14.147361111111111,0
0,0,0,0,0,37.91911111111111,-13.9175,0
0,0,1,0,0,37.57319444444445,-14.064388888888889,1
0,0,0,0,0,37.96008333333334,-14.060333333333334,0
0,0,0,0,0,38.18263888888889,-14.145555555555555,0
0,0,1,0,0,38.22744444444445,-14.151722222222222,1
0,0,0,0,0,38.10608333333334,-13.942583333333332,0
0,0,0,0,0,37.83580555555556,-14.255222222222224,0
0,0,1,0,0,38.15980555555556,-13.972055555555556,1
0,0,0,0,0,37.811,-14.078194444444444,0
0,0,0,0,0,37.90775,-13.941,0
